,name0,average,usersrated,weight,minplayers,maxplayers,playingtime,yearpublished
54856,Dungeon Roll: Hero Booster Pack #1,6.433,908,1.622,1,4,0,2013
3039,Club der Erfinder,6.433,1032,1.969,2,5,40,2016
4060,Stellar Conquest,6.433,571,3.118,2,4,240,1975
4240,Lazer Ryderz,6.432,523,1.4,2,4,60,2017
2994,Penguin Party,6.43,1004,1.151,2,6,15,2008
2774,Il Principe,6.43,1173,2.834,2,5,60,2005
3548,Die Fugger,6.429,659,1.956,2,4,45,2003
2657,Dos Rios,6.429,1328,2.525,2,4,70,2004
2727,Schiffbauer der Nordsee,6.429,1295,2.3,2,5,60,2014
2821,Pocket Battles: Celts vs. Romans,6.428,1214,1.847,2,2,30,2009
4266,Kharnage,6.428,591,2,2,4,30,2016
2103,Le collier de la reine,6.427,2330,1.901,2,4,45,2003
2938,The Game of 49,6.427,1052,1.655,2,5,45,2014
2490,Axis & Allies: D-Day,6.426,1921,2.374,2,3,120,2004
2567,Abracadabra,6.426,1453,1.457,2,6,30,2006
1834,Click Clack Lumberjack,6.425,3370,1.039,2,7,10,2008
54767,Knightmare Chess,6.425,1318,2.592,2,2,60,1994
3742,Cardline: Globetrotter,6.424,643,1.44,2,7,15,2013
3329,Enigma,6.424,791,2.074,2,4,45,2012
3634,Eminent Domain: Battlecruisers,6.423,643,2,3,5,30,2016
3962,Twenty One,6.423,539,1,2,6,15,2017
4032,Fastrack,6.422,520,1,2,2,10,2008
1614,Keltis,6.422,5434,1.649,2,4,30,2008
2835,Engel und Bengel,6.422,1165,1.248,2,6,10,1994
2524,Escape from the Hidden Castle,6.421,1559,1.143,2,8,30,1989
2110,Gift TRAP,6.421,2450,1.246,3,8,60,2006
2651,Grimoire,6.42,1313,1.86,2,5,30,2010
2636,Ice Flow,6.42,1362,2.151,2,4,75,2008
2309,Dierentuin: Dobbelspel,6.419,1768,1.244,2,4,15,2012
1553,Bylo nebylo...,6.419,7832,1.381,2,6,30,1993
3155,$timmt $o!,6.419,899,1.717,2,6,45,1992
3336,B??belsy,6.419,846,1.5,1,2,20,2016
2412,Aquadukt,6.418,1608,1.704,2,4,30,2005
1772,Caesar & Cleopatra,6.417,4207,1.914,2,2,60,1997
4100,Enqu?ªtes ?? New York,6.417,568,1.98,3,6,45,1999
1885,Cave Troll,6.416,3533,1.978,2,4,60,2002
4119,Orcs Orcs Orcs,6.414,546,2,2,4,45,2014
3711,Spectaculum,6.413,616,1.727,2,4,45,2012
2717,Goldbrau,6.413,1248,2.518,3,4,60,2004
2540,Wied?ºmin: Gra przygodowa,6.412,2154,2.468,2,4,120,2014
4122,Combit,6.412,511,1.491,2,4,20,2001
3257,Auf die Palme,6.412,870,1.326,2,2,20,1998
4407,Tobruk:  Tank Battles in North Africa 1942,6.411,546,3.747,2,2,90,1975
3774,Axis & Allies 1941,6.411,926,2.724,2,5,180,2012
2571,Cthulhu Gloom,6.41,1678,1.776,2,5,60,2011
3035,Das Tal der Mammuts,6.41,1104,2.526,3,6,180,1991
2985,Batavia,6.41,1115,2.413,3,5,60,2008
2806,Cosmic Encounter,6.41,1247,2.299,2,4,60,2000
2613,Rolling America,6.41,1394,1.546,1,99,15,2015
3580,Endangered Orphans of Condyle Cove,6.41,798,1.65,1,4,30,2017
3221,Road Kill Rally,6.409,932,2.05,3,6,90,2010
2451,Terra Nova,6.408,1613,2.26,2,4,45,2006
2316,Formula Motor Racing,6.406,1889,1.181,3,6,20,1995
3038,Egelrace,6.405,1004,1.379,2,6,30,1990
54592,Star Munchkin 1+2,6.405,1147,1.805,3,6,90,2004
2789,Cities,6.404,1150,1.661,1,4,30,2008
3120,Corsari,6.403,974,1.482,2,4,30,2003
4109,Karuba: Das Kartenspiel,6.403,501,1.273,2,6,15,2017
3675,Gagne ta maman!,6.401,739,1.871,1,2,10,1992
3119,Temporum,6.401,983,2.14,2,5,35,2014
3547,Twin Tin Bots,6.401,724,2.41,2,6,50,2013
4041,Too Many Cinderellas,6.4,541,1.3,2,4,10,2014
3944,Dead Drop,6.399,576,1.708,2,4,10,2015
4070,Freight Train,6.399,514,2.034,2,5,90,1993
3680,Air Baron,6.398,748,2.548,2,6,120,1996
1567,The aMAZEing Labyrinth,6.398,9801,1.378,2,4,20,1986
3696,High Score,6.398,663,1.263,1,5,30,2007
2392,Deadwood,6.397,1795,2.176,2,5,60,2011
3277,Ko??ci opowie??ci: Akcje,6.397,886,1.192,1,12,20,2007
2243,200,6.397,2428,1.867,2,6,45,1906
54378,Thurn and Taxis: All Roads Lead to Rome,6.396,742,2.121,2,4,60,2008
54377,Agricola Das legend?¤re Forst-Deck,6.395,511,2.567,1,5,120,2010
3174,CV-?»?¸?·?°???¸?¸,6.395,919,1.897,2,5,60,2015
2096,East India Railway,6.395,2411,2.031,2,4,35,2007
2281,Beowulf: Der sagenhafte Drachenk???¤mpfer,6.394,2230,2.255,2,5,60,2005
54369,Black Munchkin Dice,6.393,637,1.667,3,6,90,2005
2032,Pentago,6.392,2977,1.862,2,2,5,2005
3827,Der Schwarm,6.391,601,2.583,2,4,75,2008
1863,K???±zma birader! sorry! ekstra,6.391,3567,1.062,1,4,30,2008
3756,Phoenix,6.39,665,1.675,2,2,20,2003
54352,Killer Bunnies and the Quest for the Magic Carrot: RED Booster,6.39,1215,2.034,2,8,90,2002
54351,??pfel zu ??pfeln: Erweiterung 1,6.389,668,1.209,4,10,30,1999
3977,Draco Magi,6.389,712,2.059,2,2,30,2014
2210,Dancing Eggs,6.389,2162,1.049,2,4,10,2003
3117,Barden Canasta Set,6.389,1110,2.144,2,6,45,1939
2242,Marvel Heroes,6.389,2387,3.071,2,4,120,2006
4022,Canal Grande,6.388,556,2.034,2,2,45,2002
1601,Ben 10 Pit,6.388,8001,1.16,3,8,90,1903
2805,Andromeda,6.387,1275,2.227,3,5,60,1999
4536,Super Scrabble,6.387,565,2.135,2,4,60,2004
4329,Vampire: Prince of the City,6.386,613,3.116,2,5,180,2006
3682,Crows,6.386,702,1.9,2,4,45,2010
2534,Polarity,6.386,1697,1.685,2,4,20,1986
54313,Killer Bunnies and the Quest for the Magic Carrot: GREEN Booster,6.386,695,2.13,2,8,90,2003
2775,Nautilus,6.384,1358,2.664,2,4,120,2002
3123,Marrying Mr. Darcy,6.383,1182,1.375,2,6,60,2014
2738,Beowulf,6.382,1518,2.142,2,4,60,2007
3686,Filthy Rich,6.382,692,1.899,2,5,60,1998
2989,Illuminati: Neue Weltordnung,6.381,1249,2.879,2,6,120,1994
54275,Killer Bunnies and the Quest for the Magic Carrot: VIOLET Booster,6.38,959,2.098,2,8,90,2003
2455,Car Wars,6.379,2102,3.095,2,8,45,1981
2079,Airships,6.378,2604,1.863,2,4,60,2007
4414,The Creature That Ate Sheboygan,6.378,511,1.64,2,2,60,1979
4384,Svea Rike,6.378,554,2.5,2,5,120,1996
4082,Macha,6.378,548,1.571,2,2,20,2015
2574,Dead Last,6.378,1665,1.059,6,12,90,2016
3531,Braggart,6.378,852,1.231,2,6,30,2010
2321,King Me!,6.377,2053,1.22,3,6,30,2004
3390,Last Letter Standing,6.377,847,1.048,2,10,30,2012
4014,The Dutch Golden Age,6.377,569,2.5,3,4,60,2008
3376,Invasion Omega,6.377,1010,1.807,1,4,35,1992
3379,La Danse des vampires,6.376,851,1.649,2,6,30,2004
3800,Targui,6.375,696,2.379,2,4,120,1988
3059,Attribut,6.375,1070,1.178,3,8,30,2002
3554,TSCHAK!,6.374,731,1.561,2,4,40,2011
1926,Haste Bock?,6.374,3638,2.221,2,4,45,2005
1714,Iron Horse,6.374,5500,1.694,2,6,30,1997
54141,Lord of the Rings Risk: Gondor & Mordor,6.374,563,2.565,2,4,120,2003
2759,Aramini Circus,6.374,1384,1.235,2,5,20,2014
2380,Jour de Chance,6.373,1985,1.151,2,8,15,2014
2306,Bezzerwizzer,6.373,2419,1.602,2,12,45,2007
54137,Chez Geek 3: Block Party,6.373,1001,1.494,2,8,45,2001
54133,Munchkin Beisst! 2: H???¶llenhose,6.372,742,2.081,3,6,90,2005
4036,The Arab-Israeli Wars: Tank Battles in the Mideast 1956-1973,6.372,639,3.222,2,2,240,1977
3365,Age of Discovery,6.372,878,2.405,2,4,45,2007
3232,Brew Crafters: Travel Card Game,6.371,908,1.333,2,4,30,2014
2151,Intrige,6.371,2510,1.947,3,5,45,1994
2950,Fast Forward: FESTUNG,6.371,1167,1.32,2,4,15,2017
3434,Guns & Steel,6.37,809,2.382,2,4,70,2015
2238,SeaFall,6.368,2877,3.789,3,5,180,2016
3907,M,6.367,609,1.962,2,6,30,2000
3304,Start Player,6.366,875,1,2,99,1,2008
1619,Challenge Rummy,6.366,11973,1.752,2,4,60,1977
2854,Eketorp,6.366,1286,2.082,3,6,60,2003
3455,Black Box,6.365,816,2.067,1,2,20,1977
4459,Micro Mutants: Arachnides/Russopt?¨res,6.365,515,1.354,2,2,30,2001
2652,Game of Trains,6.365,1542,1.196,2,4,20,2015
2508,Les crois?©s du Temps,6.364,1731,3.563,2,5,90,2006
3902,Dread Curse,6.364,630,1.87,3,8,30,2013
1690,Bananagrams,6.364,7918,1.341,1,8,15,2006
2770,Bamboleo,6.363,1373,1.2,2,7,30,1996
2977,Asteroyds,6.362,1134,2.167,2,6,30,2010
3585,Era Uma Vez,6.362,825,1.375,2,4,30,2018
2108,Magia i Miecz,6.361,4989,2.183,2,6,240,1983
3801,Hungry,6.361,667,1.422,2,4,30,1995
2784,Alcatraz: El Chivo Expiatorio,6.36,1411,2.345,3,4,60,2011
2776,Les bons et les mauvais Fantomes,6.36,1371,1.308,2,2,15,1980
2036,Gwiezdny Fluxx,6.359,4749,1.437,2,6,40,2011
3217,Antidote,6.359,1091,1.646,2,7,30,2013
54051,Magia i Miecz: Miasto,6.357,1086,2.232,2,6,240,1989
4300,Tahiti,6.357,513,1.917,2,4,60,2012
2926,Br?¤ndi Dog,6.357,1275,1.454,2,6,45,1997
4428,Risk: 40th Anniversary Collector's Edition,6.356,628,2.28,2,6,120,1999
3406,Cash-a-Catch,6.356,931,1.555,3,5,30,2007
2857,Emerald,6.356,1274,1.676,2,5,45,2002
3112,Cot Cot Collec,6.355,1024,1.482,2,5,45,1996
2592,Chewie de stuntpiloot,6.354,1589,1,2,3,15,2015
3957,"Say ""Adios"" to the Villains",6.354,632,2.171,3,8,45,2012
2008,Design Town,6.354,3441,1.737,1,4,50,2014
2440,String Railway,6.354,1826,1.431,2,5,30,2009
4651,Terrace,6.352,508,2.51,2,4,20,1992
4295,Micro Robots,6.352,543,1.722,2,99,20,2016
2694,Bohater do wynaj??cia,6.352,1500,1.467,3,5,30,2012
4263,BAF!,6.351,528,1.143,2,5,19,2016
5470,Organ ATTACK!,6.351,514,1.444,2,6,15,2016
4360,New Salem,6.35,505,1.6,3,8,45,2015
3108,Lascaux,6.349,1054,1.578,3,5,25,2007
2961,Kosmiczna Eskadra,6.349,1196,1.164,2,5,10,2003
2633,Odjechane Jednoro?¼ce,6.349,3222,1.546,2,8,45,2017
3710,Button Broccoli,6.348,789,1.527,2,2,5,1999
3582,Boomgaard,6.348,810,1.042,2,8,10,1986
1943,Mississippi Queen,6.348,3769,1.694,3,5,45,1997
3633,Buy Word,6.348,739,1.81,1,4,45,2004
3753,??g veit,6.348,828,1.514,2,6,60,2012
4066,Crazy Kick,6.347,589,1.046,2,8,10,2006
3164,Food truck,6.347,1004,1.362,3,6,45,1999
53958,Super Munchkin 2: Coole Capes,6.347,511,2,3,6,90,2006
3949,Duell,6.346,594,1.333,2,2,30,2004
3776,Pocket Rockets,6.346,748,1.482,2,4,20,2009
3476,Voodoo,6.345,1053,1.111,3,6,30,2014
2533,Council of Verona,6.345,1792,1.385,2,5,20,2013
2550,Kobayakawa,6.345,1699,1.185,3,6,15,2013
1683,Gloom,6.344,13020,1.639,2,4,60,2005
3564,Doodle City,6.343,776,1.4,1,6,30,2014
3213,Brawl,6.343,1137,1.373,2,7,15,1999
3579,Eruption,6.343,807,2.04,2,6,60,2011
3475,Parthenon: Rise of the Aegean,6.342,859,3.014,3,6,120,2005
3544,Braintopia,6.342,883,1.046,2,6,15,2016
3709,Chicane dans le donjon,6.341,735,1.125,3,6,20,2012
4372,Duck Dealer,6.34,505,3.759,2,5,240,2008
4398,Bring Out Yer Dead,6.34,556,2,2,5,40,2015
2886,Barbarossa,6.34,1380,1.54,3,4,60,1988
2807,Op naar de Top,6.34,1540,1.982,2,2,10,1993
2661,Excape,6.34,1532,1.139,3,6,30,1998
3214,Abandon Ship,6.339,1008,1.205,3,7,30,2008
2702,Star Wars: Birodalom vs. L?¡zad?³k,6.339,1587,1.727,2,2,60,2014
3752,Anti-Gang,6.339,831,1.671,2,4,30,1979
3948,Monopoly Deal,6.339,804,1.062,2,3,15,2014
2496,Catch Phrase!,6.337,2268,1.14,4,16,30,1994
3860,Dark Darker Darkest,6.337,869,3.242,2,5,120,2013
2259,Bote salvavidas,6.337,2667,1.729,4,6,60,2002
3071,Lagoon: Land of Druids,6.336,1275,2.727,1,4,60,2014
4277,Visitor in Blackwood Grove,6.336,567,1.429,3,6,15,2017
3518,Batman Fluxx,6.335,1044,1.333,2,6,30,2015
2629,Magnetic Tantrix,6.335,1817,2.221,1,4,30,1991
3001,Talisman (Third Edition),6.335,1574,2.094,2,8,120,1994
2948,Apacze i Komancze,6.335,1270,2.73,2,4,90,2006
3072,Amazon,6.332,1208,2.143,3,4,50,2005
4043,Munchkin Pathfinder,6.332,797,1.615,3,6,90,2013
2686,Alles im Eimer,6.332,1530,1.233,2,6,45,2002
2689,Bombay,6.33,1615,2.046,2,5,60,2009
4189,Lady Alice,6.33,574,1.972,3,5,30,2012
53431,Munchkin Fu 2: M?¶nche m?¶gens hei??,6.33,555,1.731,3,6,90,2005
3173,Chaud Devant!,6.329,1056,1.404,2,5,30,2002
4205,Santy Anno,6.328,558,1.491,3,8,30,2006
2792,504,6.328,1438,3.447,2,4,120,2015
3916,Canasta Caliente,6.327,767,1.71,2,6,60,2000
2992,Barbe Noire,6.326,1373,3.19,1,4,240,1991
4029,Mag Blast (Second Edition),6.325,683,1.54,2,8,20,2002
2941,Tomb,6.324,1347,2.632,2,6,60,2008
4112,Antarctica,6.324,582,2.769,2,4,90,2015
4457,Regatta,6.323,531,2.068,2,6,60,1967
4023,Buffet Royal,6.323,624,1.268,2,6,20,1974
2747,Aqua Romana,6.323,1558,2.167,2,4,60,2005
2921,The Agents,6.322,1426,2.368,2,5,40,2013
4155,Familienbande,6.322,587,1.651,2,4,20,2004
3069,Auf der Reeperbahn nachts um halb zwei,6.322,1160,1.678,2,2,30,2006
2358,Tiny Epic Defenders,6.321,2429,1.794,1,4,30,2015
3981,Codenames: Marvel,6.321,737,1.125,2,8,15,2017
4287,Hamm Nyamm Nyamm,6.321,563,1.219,1,6,20,2013
4215,Briefcase,6.32,595,2.511,2,4,60,2012
3473,Utopia,6.319,879,2.677,2,5,60,2007
4479,Ku rado??ci Pana,6.318,573,1.762,2,6,40,2015
2229,Mars W?¼rfel,6.318,2880,1.075,2,99,10,2011
2905,C??r??i Escape: Soarta Londrei,6.317,1311,2.105,1,6,60,2017
3780,Ca?§a aos Monstros,6.317,758,1.026,1,6,10,2009
3096,Csapasd a ritmust!,6.317,1189,1.062,4,12,30,2008
4087,Sky Tango,6.315,609,1.382,2,4,20,2012
4131,Dobble Animals,6.315,606,1.046,2,6,15,2012
2445,Nefarious,6.315,2318,1.747,2,6,45,2011
2474,Magic: The Gathering â?? Arena of the Planeswalkers,6.315,2734,2.31,2,5,60,2015
3046,Star Wars in my Pocket,6.314,1622,1.301,1,1,5,2007
3437,Phantoms of the Ice,6.313,955,1.321,2,10,30,1982
1776,Czerwony Listopad,6.313,7570,2.071,1,8,120,2008
4226,Big Deal,6.313,723,1.148,2,6,45,2011
4562,Yeti,6.312,537,1.667,2,5,40,2016
3310,Chilli Csali,6.312,1006,1.461,2,2,30,2005
4339,Samara,6.311,520,2.125,2,5,50,2015
4006,Batt'l Kha'os,6.311,672,1.646,2,2,30,2009
4106,Hattari,6.311,634,1.5,3,4,20,2011
3725,Rush n' Crush,6.31,795,2.212,3,6,60,2009
4248,Skyline 3000,6.31,571,2.381,2,4,60,2009
3075,Province,6.309,1224,1.823,2,2,25,2014
3975,Journey to the Center of the Earth,6.309,710,2.017,2,4,60,2008
3378,Bezva finta,6.309,912,1.419,2,5,20,2010
3109,Gwiazdy s?? w Porz??dku,6.309,1305,2.474,2,4,55,2008
3203,10 minut,6.307,1125,1.673,2,4,15,2015
2276,Ko??ci opowie??ci,6.307,3007,1.136,1,12,20,2005
3144,Die Brutst?¤tte der Ungeheuer,6.304,1236,2.23,2,4,30,2003
2721,Drunter & Dr?¼ber,6.303,1673,1.841,2,4,45,1991
2608,Aargh!Tect,6.303,1786,1.194,2,8,45,2009
2843,Evoluce: O p?¯vodu druh?¯,6.303,1812,2.076,2,4,60,2010
4433,Savannah Tails,6.302,512,1.533,2,5,30,2009
3563,Du cap jusqu'au Caire,6.302,835,1.8,2,4,30,2001
3540,Drachenland,6.301,900,1.841,2,4,45,2002
1878,Korsar,6.301,5766,1.378,2,8,20,1992
4213,Maya,6.3,584,2.5,3,5,90,2003
3355,Pizza Box Football,6.3,979,2.008,1,2,60,2005
53176,Chez Geek 2: Ataque de Pereza,6.298,1039,1.446,2,8,45,2000
1869,Boss Monster: Baue deinen Dungeon!,6.297,12977,1.827,2,4,30,2013
4658,Holding On: Das bewegte Leben des Billy Kerr,6.297,611,2.267,2,4,60,2018
3938,Oz Fluxx,6.296,788,1.538,2,6,40,2012
4322,Level X,6.296,527,1.146,2,4,20,2010
2966,Cadwallon: City of Thieves,6.295,1617,2.327,2,4,45,2010
4085,Black Spy,6.295,615,1.423,3,6,45,1981
53159,Zombi!!! 6: Tre Metri sotto Terra,6.294,566,1.612,2,6,90,2007
4143,Cluzzle,6.293,625,1.155,3,6,45,2004
2930,11 fois plus fou!,6.293,1396,1.214,2,7,30,2010
3623,Gangue das Toupeiras,6.292,845,1.293,2,4,45,1995
3345,Artus,6.291,972,2.23,2,4,60,2011
4196,Age of Gods,6.291,704,2.296,3,6,90,2004
4669,Friesematenten,6.291,528,1.974,2,4,45,2010
3617,Castellan,6.29,889,1.454,2,2,45,2013
3861,Groo,6.289,813,1.493,2,4,45,1997
5163,Red Flags,6.288,529,1,3,10,30,2015
2499,Labirinto Magico Master,6.288,2356,1.791,2,4,30,1991
1851,Electronic Taboo Platinum Edition,6.287,9897,1.223,4,10,20,1989
3783,The Big Idea,6.287,821,1.319,3,6,45,2000
2959,Mint Delivery,6.287,1493,1.472,1,5,30,2018
3488,Suspend,6.287,986,1,1,4,15,2012
2735,Buccaneer,6.283,1652,1.584,3,5,30,2006
3098,Creationa,6.281,1300,1.98,2,5,30,2014
1745,70 ?©ves a Scrabble!,6.279,25238,2.101,2,4,90,1948
4097,Mammut,6.279,618,1.825,2,5,30,2011
4671,Dungeoneer: Das Wildnis- und St?¤dte-Set,6.277,532,2.22,2,2,45,2004
4327,Codinca,6.277,619,1.375,2,4,30,2012
4843,Dungeoneer: Dragons of the Forsaken Desert,6.276,508,2.196,2,4,60,2005
2669,Cheaty Mages,6.276,1872,1.57,3,6,30,2008
3275,Car(d)cassonne,6.275,1139,1.756,2,5,45,2009
2850,Risk: Godstorm,6.274,2393,2.683,2,5,120,2004
3341,It's Alive!,6.274,1044,1.618,2,5,30,2007
3201,Anno 1503,6.274,1251,2.35,2,4,90,2003
4195,Bohemian Villages,6.273,622,1.889,2,5,30,2016
4298,Caveman Curling,6.273,585,1.16,2,6,20,2010
3458,Risiko Express,6.272,971,1.171,2,6,20,2006
4235,The Really Nasty Horse Racing Game,6.271,771,1.684,2,6,90,1989
2026,Monopoly Deal,6.27,8073,1.327,2,5,15,2008
2680,Battleball,6.27,2048,1.508,2,2,45,2003
4721,Hitler's War,6.269,533,3,2,3,300,1981
2979,7 Smok?³w,6.269,1645,1.316,2,5,30,2011
2623,Toledo,6.269,1948,2.185,2,4,60,2008
3326,Reiner Knizia's Decathlon,6.268,1102,1.208,1,4,45,2003
3847,[bild' it],6.266,821,1.3,1,8,30,2012
4239,Montego Bay,6.266,637,1.842,2,4,60,2009
3845,Game of Thrones: The Card Game,6.265,863,2.698,2,2,60,2012
3669,Heave Ho!,6.264,894,1.294,2,2,45,2002
4003,Dampfro??,6.263,766,2.189,2,6,90,1979
3851,Conquest of the Empire,6.263,992,2.525,2,6,240,1984
3152,Igloo Pop,6.262,1202,1.089,2,6,20,2003
2942,Battle Masters,6.262,2112,1.867,2,2,60,1992
3908,Guatemala Caf?©,6.262,752,2.578,2,4,60,2006
4443,Chod?­ Pe?¡ek okolo,6.261,564,1.094,2,5,20,1999
4518,CIV: Carta Impera Victoria,6.261,637,2.158,2,4,40,2018
3383,Hotel Samoa,6.261,1033,2.082,3,6,60,2010
4751,Dragon Strike,6.26,665,2.327,2,6,60,1993
4244,Bonnie and Clyde,6.259,615,1.64,2,4,45,2009
4598,Six,6.259,581,1.636,2,4,20,2003
4250,Yahtzee Cards,6.259,630,1.228,2,6,20,2008
3467,Portal: Das nicht kooperative Kuchenerwerbsspiel,6.258,1161,2.171,2,4,45,2015
3052,Arche Opti Mix,6.258,1352,2.207,3,5,45,2005
4197,World Monuments,6.258,689,1.333,2,4,45,2016
3197,Dungeon Run,6.258,1485,2.205,1,6,60,2011
4647,Nictofobia,6.258,545,1.714,3,5,45,2018
3400,Rick & Morty: EmRickM?¡sok,6.255,1472,1.55,2,5,30,2016
4278,Clue: Harry Potter,6.255,878,1.546,3,5,30,2008
4310,Pocket Imperium,6.255,661,1.938,2,4,45,2013
2952,Nottingham,6.255,1447,1.602,3,7,30,2006
4350,Glotones,6.254,656,1.323,2,2,5,2003
4878,221 B. Baker Street,6.25,524,1.48,3,8,60,1991
3389,Elevenses,6.25,1108,1.403,2,4,30,2013
4555,Mechwarrior: Age of Destruction,6.25,720,2.707,2,10,60,2002
3439,Martinique,6.248,1030,1.89,2,2,30,2009
4454,Galaxy: The Dark Ages,6.247,580,2.393,2,5,90,2000
2547,Caf?© Internacional,6.247,2420,1.663,2,4,60,1989
3412,Beat the Bell: Speed Cups,6.247,1123,1.05,2,4,15,2013
4899,Adventure Time Card Wars: Finn vs. Jake,6.245,901,1.718,2,2,30,2014
2752,Munchkin Zombi,6.243,2994,1.952,3,6,90,2011
4368,Fidelitas,6.243,594,1.818,1,4,30,2015
3596,Dolores,6.241,973,1.3,2,4,20,2016
3131,Munchkin Booty,6.24,1948,1.94,3,6,90,2008
2996,Auf Achse,6.24,1574,1.958,2,6,60,1987
3784,Piranha Pedro,6.24,826,1.303,2,6,30,2004
3953,Sole Mio!,6.239,740,1.46,2,5,40,2004
3987,Canyon,6.238,749,1.577,3,6,45,1997
3161,Unspeakable Words,6.236,1434,1.321,2,6,30,2007
3794,Fzzzt!,6.236,847,1.683,2,4,30,2009
2529,Pocket Monsters Card Game,6.235,3186,2,2,2,20,1996
4397,Die Magier von Pangea,6.235,650,2.328,2,4,60,2001
5227,Here Kitty Kitty!,6.234,518,1.214,3,6,30,2016
4491,Witch Trial,6.234,653,1.696,3,7,45,2001
3149,California,6.234,1363,1.8,2,5,60,2006
3521,JAB: Realtime Boxing,6.234,1014,1.754,2,2,15,2011
3470,Chinch?³n,6.233,1126,1.709,2,2,30,1909
4579,Magazyn 51,6.232,577,1.833,3,5,45,2015
4551,Agent,6.231,575,1.913,3,4,90,1973
2707,Tongiaki: Aufbruch ins Ungewisse,6.231,2267,1.958,2,6,45,2004
3703,Lemming Maffia,6.229,971,1.424,3,6,20,2009
4509,Time & Space,6.228,573,2.241,3,4,30,2013
4123,Fundst?¼cke,6.227,714,1.34,3,6,30,2002
4249,Enemy in Sight,6.226,646,1.703,2,8,120,1988
4446,[redacted],6.226,661,2.925,2,6,45,2014
52447,Carcassonne Mini 6,6.226,780,1.676,2,6,0,2012
4391,Naval War,6.225,764,1.371,3,9,45,1979
4254,Nanuk,6.224,661,1.547,5,8,45,2009
3873,Cranium Hoopla,6.221,926,1.274,2,8,20,2002
3798,Straw,6.221,959,1.04,2,6,30,2006
3811,Klunker,6.22,871,1.767,3,5,30,1999
3237,Alchemist,6.22,1330,2.235,2,5,50,2007
4859,Durchblick!,6.22,537,1.66,2,4,5,2006
4128,Costa Rica,6.219,739,1.438,2,5,45,2016
52383,Zombi!!! 3.5: Non Ancora Morto!,6.219,1240,1.6,2,6,60,2003
2566,Munchkin Cthulhu,6.217,4842,1.708,3,6,90,2007
3872,Abbatti Combatti e Arraffa il Malloppo,6.217,959,2.483,2,5,60,2015
2693,Banda dei Castori,6.216,2683,1.119,2,6,10,1995
3269,Elfenkoning,6.216,1274,2.017,2,6,60,1999
1984,Dados Zombie,6.216,15539,1.1,2,99,20,2010
3423,IOTA,6.214,1271,1.932,2,4,30,2012
4094,Monkeys on the Moon,6.214,745,2.115,2,4,60,2002
2582,Exploding Kittens: Edici?³n NSFW,6.213,7053,1.074,2,5,20,2015
52329,Agricola X-Deck,6.213,660,2.522,1,5,120,2008
2790,De Chinese Muur,6.212,1974,1.863,2,5,30,2006
4538,Calisto,6.212,612,1.6,2,4,20,2009
3056,Bugs in the Kitchen,6.211,1636,1.053,2,4,20,2013
4079,R???¸rleggern,6.211,811,1.587,2,4,20,1996
5033,Clue FX,6.211,612,1.81,2,4,30,2003
4455,Star Wars: Episode 1 ?¢â?¬â?? Clash of the Lightsabers,6.211,574,1.426,2,2,20,1999
3321,Going Going GONE!,6.209,1233,1.255,2,6,20,2013
5544,Part?½  Alias,6.208,558,1.259,4,24,30,2009
3041,Dracula,6.207,1650,1.919,2,2,30,2003
3135,Hell Card Game: O Jogo da Vingan?§a,6.206,1620,1.472,2,10,45,1983
3738,Il Buono il Brutto e il Munchkin,6.206,1281,1.954,3,6,90,2007
3175,Cara?¯bes,6.205,1477,1.753,2,4,30,2004
2761,Nuclear War,6.205,2771,1.444,2,6,60,1965
5276,Hornet,6.204,525,2.071,2,5,45,2010
2331,Chrononauts,6.203,5178,1.843,1,6,30,2000
3989,King's Gate,6.202,807,2.046,2,4,30,2002
4275,Cellar des Triplettes é??ä½³æ??æª?,6.201,683,1.861,3,5,45,2004
2246,Boggle,6.201,6641,1.5,1,8,10,1972
4939,Logistico,6.2,505,2.717,2,5,60,2003
4869,Crazy Derby,6.199,507,1.1,2,5,20,2000
3078,Infinite City,6.199,1731,1.891,2,6,45,2009
3305,Mow,6.199,1341,1.085,2,10,15,2008
4686,Timeline: Star Wars,6.198,581,1.182,2,8,15,2015
4593,Vikings on Board,6.196,652,2.167,2,4,60,2016
4402,Afrika Korps,6.196,935,2.273,2,4,180,1964
2852,Hellas,6.195,2038,2.052,2,2,60,2002
4958,Plague & Pestilence,6.195,669,1.378,2,6,45,1993
3577,Alhambra: Das W?¼rfelspiel,6.194,1099,1.716,2,6,60,2006
4523,Animalia,6.193,613,1.241,2,6,15,2006
2888,Illuminati,6.192,2607,2.484,2,6,120,1982
4582,Potion-Making: Practice,6.191,770,1.724,2,6,40,2005
3504,Paris Paris,6.19,1146,1.968,2,4,45,2003
4570,Stratego (Revised Edition),6.19,725,1.941,2,2,30,2008
4542,Express,6.19,619,1.676,2,6,60,1990
3635,Runebound,6.189,1489,2.53,2,6,120,2004
4887,All Things Zombie: The Boardgame,6.188,542,2.538,1,6,40,2009
3822,Atlantis,6.188,1001,2.011,2,6,45,2008
4999,Bankrut,6.188,535,1.213,4,6,30,2002
3749,Ksi??â?¢stwo,6.188,980,2.284,2,4,90,2011
3702,It Happens..,6.187,1015,1.419,2,5,30,2010
3320,La Strada,6.186,1319,1.848,2,4,30,2004
2719,Ligretto,6.185,3248,1.19,2,4,10,1988
